row,legacyResourceId,handle,title,vendor,productType,status,onlineStoreUrl,variant_count,variant_skus,variant_barcodes,existing_sources,existing_identifiers
450,7895665344623,amami-oshima-hand-dyed-mud-dye-cotton-scarf-brown-purple,Amami Oshima Hand-Dyed Mud Dye Cotton Scarf – Brown Purple,"Orim Co., Ltd.",,ACTIVE,https://japansprime.com/products/amami-oshima-hand-dyed-mud-dye-cotton-scarf-brown-purple,1,ORIM-ANTDYE-RPLE,,"{""legacyResourceId"":""7895665344623"",""sourceUrl"":""https://japanesetaste.com//products/amami-oshima-naturally-mud-dyed-cotton-scarf-brown-and-purple""}",{}
451,7895665377391,fukuyamasu-bilberry-aged-black-rice-drinking-vinegar-200ml,Fukuyamasu Bilberry & Aged Black Rice Drinking Vinegar (200ml),Fukuyamasu,,ACTIVE,https://japansprime.com/products/fukuyamasu-bilberry-aged-black-rice-drinking-vinegar-200ml,1,FUKU-KVINEG-00ML,,"{""legacyResourceId"":""7895665377391"",""sourceUrl"":""https://japanesetaste.com//products/fukuyamasu-bilberry-aged-black-rice-drinking-vinegar-200ml""}",{}
452,7895665442927,japanese-indigo-blue-lacquered-maki-e-case-samurai-horseback-design,Japanese Indigo Blue Lacquered Maki-e Case - Samurai Horseback Design,Sakura Treasures,,ACTIVE,https://japansprime.com/products/japanese-indigo-blue-lacquered-maki-e-case-samurai-horseback-design,1,TAMA-CQUERE-SIGN,,"{""legacyResourceId"":""7895665442927"",""sourceUrl"":""https://japanesetaste.com//products/indigo-blue-lacquered-small-case-samurai-on-horseback-design""}",{}
453,7895665475695,red-lacquered-japanese-cherry-blossom-accessory-case-handcrafted-box,Red Lacquered Japanese Cherry Blossom Accessory Case - Handcrafted Box,Kishu Lacquerware (Kishu Shikki),,ACTIVE,https://japansprime.com/products/red-lacquered-japanese-cherry-blossom-accessory-case-handcrafted-box,1,TAMA-DSMALL-SIGN,,"{""legacyResourceId"":""7895665475695"",""sourceUrl"":""https://japanesetaste.com//products/red-lacquered-small-accessory-case-cherry-blossom-design""}",{}
454,7895665508463,indigo-blue-lacquered-hand-mirror-crescent-moon,Indigo Blue Lacquered Hand Mirror - Japanese Crescent Moon Artisan Craft,Yamada Heiando,,ACTIVE,https://japansprime.com/products/indigo-blue-lacquered-hand-mirror-crescent-moon,1,TAMA-ELACQU-SIGN,,"{""legacyResourceId"":""7895665508463"",""sourceUrl"":""https://japanesetaste.com//products/indigo-blue-lacquered-hand-mirror-crescent-moon-design""}",{}
455,7895665541231,indigo-blue-lacquered-standing-mirror-crescent-moon-makie,Indigo Blue Lacquered Standing Mirror - Crescent Moon Makie Artistry,Yamada Heiando,,ACTIVE,https://japansprime.com/products/indigo-blue-lacquered-standing-mirror-crescent-moon-makie,1,TAMA-QUERED-SIGN,,"{""legacyResourceId"":""7895665541231"",""sourceUrl"":""https://japanesetaste.com//products/indigo-blue-lacquered-standing-mirror-crescent-moon-design""}",{}
456,7895665573999,red-lacquer-hand-mirror-camellia-japanese-craftsmanship,Red Lacquer Hand Mirror with Camellia - Authentic Japanese Craftsmanship,Tamahashi,,ACTIVE,https://japansprime.com/products/red-lacquer-hand-mirror-camellia-japanese-craftsmanship,1,TAMA-NDMIRR-SIGN,,"{""legacyResourceId"":""7895665573999"",""sourceUrl"":""https://japanesetaste.com//products/red-lacquered-hand-mirror-camelia-flower-design""}",{}
457,7895665606767,yamaco-mt-fuji-glass-water-bottle-400ml,Yamaco Mt. Fuji Glass Water Bottle - 400ml Authentic Japanese Design,Yamaco,,ACTIVE,https://japansprime.com/products/yamaco-mt-fuji-glass-water-bottle-400ml,1,YAMA-BOTTLE-80ML,,"{""legacyResourceId"":""7895665606767"",""sourceUrl"":""https://japanesetaste.com//products/mt-fuji-shaped-glass-bottle-water-server-with-cap-400ml""}",{}
458,7895665672303,katariki-3-pack-aluminum-ice-cream-spoons-dragonfly-design,Katariki 3-Pack Aluminum Ice Cream Spoons - Dragonfly Design,Katariki,,ACTIVE,https://japansprime.com/products/katariki-3-pack-aluminum-ice-cream-spoons-dragonfly-design,1,KATA-ALUMIN-TOF3,,"{""legacyResourceId"":""7895665672303"",""sourceUrl"":""https://japanesetaste.com//products/katariki-premium-aluminum-ice-cream-spoon-dragonfly-design-set-of-3""}",{}
459,7895665770607,teraoka-yuzu-teriyaki-soy-sauce-150ml-premium-japanese-citrus-glaze,Teraoka Yuzu Teriyaki Soy Sauce - 150ml Japanese Premium Citrus Glaze,Teraoka,,ACTIVE,https://japansprime.com/products/teraoka-yuzu-teriyaki-soy-sauce-150ml-premium-japanese-citrus-glaze,1,TERA-YSAUCE-50ML,,"{""legacyResourceId"":""7895665770607"",""sourceUrl"":""https://japanesetaste.com//products/teraoka-teriyaki-soy-sauce-yuzu-flavor-dipping-sauce-150ml""}",{}
460,7895665803375,multi-purpose-non-slip-kitchen-opener-5-in-1-jar-bottle-tool,Multi-Purpose Non-Slip Kitchen Opener - 5-in-1 Jar and Bottle Tool,"Kataoka & Co., Ltd.",,ACTIVE,https://japansprime.com/products/multi-purpose-non-slip-kitchen-opener-5-in-1-jar-bottle-tool,1,KATA-IPGRIP-JARS,,"{""legacyResourceId"":""7895665803375"",""sourceUrl"":""https://japanesetaste.com//products/multipurpose-non-slip-easy-opener-for-cans-bottles-and-jars""}",{}
461,7895665836143,japanese-hinoki-cypress-bath-balls-natural-forest-onsen-experience,Japanese Hinoki Cypress Bath Balls - Natural Forest Onsen Experience,Yamako,,ACTIVE,https://japansprime.com/products/japanese-hinoki-cypress-bath-balls-natural-forest-onsen-experience,1,YAMA-SENBAT-PACK,,"{""legacyResourceId"":""7895665836143"",""sourceUrl"":""https://japanesetaste.com//products/hinoki-onsen-bath-balls-natural-cypress-wood-air-freshener-5-pack""}",{}
462,7895665868911,shiseido-integrate-pro-finish-cushion-foundation-spf50-pa,Shiseido Integrate Pro Finish Cushion Foundation SPF50+ PA+++,Shiseido,,ACTIVE,https://japansprime.com/products/shiseido-integrate-pro-finish-cushion-foundation-spf50-pa,2,SHIS-ROFINI-LHER | SHIS-ROFINI-CHER, | ,"{""legacyResourceId"":""7895665868911"",""sourceUrl"":""https://japanesetaste.com//products/shiseido-integrate-pro-finish-cushion-foundation-spf50""}",{}
463,7895665901679,manten-gomania-spicy-sesame-chili-oil-topping-60g,Manten Gomania Spicy Sesame Chili Oil Topping - Japanese Umami Crunch 60g,Manten,,ACTIVE,https://japansprime.com/products/manten-gomania-spicy-sesame-chili-oil-topping-60g,1,MANT-OILTOP-S60G,,"{""legacyResourceId"":""7895665901679"",""sourceUrl"":""https://japanesetaste.com//products/manten-gomania-spicy-sesame-chili-oil-topping-for-rice-and-noodles-60g""}",{}
464,7895665967215,inaho-ultra-moisturizing-rice-bran-body-cream-200g,Inaho Ultra-Moisturizing Rice Bran Body Cream - 200g Made in Japan,Inaho,,ACTIVE,https://japansprime.com/products/inaho-ultra-moisturizing-rice-bran-body-cream-200g,1,EDOB-GENTLE-00ML,,"{""legacyResourceId"":""7895665967215"",""sourceUrl"":""https://japanesetaste.com//products/inaho-highly-moisturizing-rice-bran-body-cream-for-smooth-skin-200g""}",{}
465,7895665999983,muso-organic-corn-flakes-150g-additive-free-cereal,Muso Organic Corn Flakes - 150g Additive-Free Gluten-Free Cereal,Muso,,ACTIVE,https://japansprime.com/products/muso-organic-corn-flakes-150g-additive-free-cereal,1,JAPA-ORGANI-150G,,"{""legacyResourceId"":""7895665999983"",""sourceUrl"":""https://japanesetaste.com//products/muso-additive-free-organic-corn-flakes-plain-flavor-150g""}",{}
466,7895666032751,aderia-fujin-raijin-glass-plate-set-authentic-japanese-art-mamezara,Aderia Fujin Raijin Glass Plate Set - Authentic Japanese Art Mamezara,Aderia,,ACTIVE,https://japansprime.com/products/aderia-fujin-raijin-glass-plate-set-authentic-japanese-art-mamezara,1,ADRA-GLASET-S6229,,"{""legacyResourceId"":""7895666032751"",""sourceUrl"":""https://japanesetaste.com//products/aderia-fujin-raijin-small-glass-plate-japanese-glassware-dish-set-s-6229""}",{}
467,7895666098287,handcrafted-hasami-porcelain-pink-matcha-bowl-wooden-gift-box,Handcrafted Hasami Porcelain Pink Matcha Bowl with Wooden Gift Box,Saikai Toki (Hasami Porcelain),,ACTIVE,https://japansprime.com/products/handcrafted-hasami-porcelain-pink-matcha-bowl-wooden-gift-box,1,HASA-TCHATE-68CM,,"{""legacyResourceId"":""7895666098287"",""sourceUrl"":""https://japanesetaste.com//products/hasami-porcelain-matchawan-pink-matcha-tea-bowl-with-wooden-box""}",{}
468,7895666131055,hasami-porcelain-matchawan-minimalist-japanese-matcha-bowl-black-brown,Hasami Porcelain Matchawan - Minimalist Japanese Matcha Bowl Black & Brown,Hasami Porcelain,,ACTIVE,https://japansprime.com/products/hasami-porcelain-matchawan-minimalist-japanese-matcha-bowl-black-brown,1,HASA-KMATCH-68CM,,"{""legacyResourceId"":""7895666131055"",""sourceUrl"":""https://japanesetaste.com//products/hasami-porcelain-matchawan-lightweight-black-and-brown-matcha-tea-bowl""}",{}
469,7895666163823,inaho-rice-bran-balancing-beauty-oil-30ml,Inaho Rice Bran Balancing Beauty Oil - Silky Hydration & Radiance 30ml,Inaho,,ACTIVE,https://japansprime.com/products/inaho-rice-bran-balancing-beauty-oil-30ml,1,EDOB-IVEHYD-30ML,,"{""legacyResourceId"":""7895666163823"",""sourceUrl"":""https://japanesetaste.com//products/inaho-balancing-rice-bran-beauty-oil-non-sticky-skincare-oil-30ml""}",{}
470,7895666196591,daihoku-crispy-roasted-garlic-snack-100g,Daihoku Crispy Roasted Garlic Snack - 100g Premium Japanese Umami,Daihoku,,ACTIVE,https://japansprime.com/products/daihoku-crispy-roasted-garlic-snack-100g,1,DAIH-RLICSN-100G,,"{""legacyResourceId"":""7895666196591"",""sourceUrl"":""https://japanesetaste.com//products/daihoku-ready-to-eat-healthy-seasoned-roasted-garlic-snack-100g""}",{}
471,7895666229359,kiyosen-hojicha-roasted-green-tea-soba-noodles-3-bag-gourmet-pack,Kiyosen Hojicha Roasted Green Tea Soba Noodles - 3-Bag Gourmet Pack,Kiyosen,,ACTIVE,https://japansprime.com/products/kiyosen-hojicha-roasted-green-tea-soba-noodles-3-bag-gourmet-pack,1,NSSN-DMARMN-86,,"{""legacyResourceId"":""7895666229359"",""sourceUrl"":""https://japanesetaste.com//products/kiyosen-hojicha-fragrant-roasted-green-tea-soba-noodles-3-bag-pack""}",{}
472,7895666294895,hasami-rustic-yohen-matcha-tea-bowl-wooden-gift-box,Hasami Rustic Yohen Matcha Tea Bowl - Authentic Handcrafted Ceramic,Hasami Porcelain,,ACTIVE,https://japansprime.com/products/hasami-rustic-yohen-matcha-tea-bowl-wooden-gift-box,1,HASA-MATCHA-68CM,,"{""legacyResourceId"":""7895666294895"",""sourceUrl"":""https://japanesetaste.com//products/hasami-porcelain-matchawan-rustic-matcha-tea-bowl-with-wooden-box""}",{}
473,7895666327663,100-rayon-thank-you-multi-cloth-absorbent-dish-towel-30x30cm,100% Rayon Thank You Multi-Cloth - Absorbent Dish Towel 30x30cm,Carna Japan,,ACTIVE,https://japansprime.com/products/100-rayon-thank-you-multi-cloth-absorbent-dish-towel-30x30cm,1,100R-ULTICL-30CM,,"{""legacyResourceId"":""7895666327663"",""sourceUrl"":""https://japanesetaste.com//products/100-rayon-dish-towel-thank-you-multi-cloth-made-in-japan-30x30cm""}",{}
474,7895666360431,yamako-handcrafted-hinoki-wood-greek-yogurt-maker-strainer-1-5l,Yamako Handcrafted Hinoki Wood Greek Yogurt Maker & Strainer - 1.5L,Yamako,,ACTIVE,https://japansprime.com/products/yamako-handcrafted-hinoki-wood-greek-yogurt-maker-strainer-1-5l,1,YAMA-GREEKY-38CM,,"{""legacyResourceId"":""7895666360431"",""sourceUrl"":""https://japanesetaste.com//products/hinoki-wood-strainer-greek-yogurt-maker-and-strainer-set-1-5l""}",{}
475,7895666393199,ikehiko-70cm-japanese-rush-grass-tatami-mat,Ikehiko 70cm Japanese Rush Grass Tatami Mat - Authentic Igusa Floor,Ikehiko,,ACTIVE,https://japansprime.com/products/ikehiko-70cm-japanese-rush-grass-tatami-mat,3,IKEH-TFLOOR-REEN | IKEH-TFLOOR-GREY | IKEH-TFLOOR-LAIN, |  | ,"{""legacyResourceId"":""7895666393199"",""sourceUrl"":""https://japanesetaste.com//products/ikehiko-raised-tatami-mat-flooring-tatami-furniture-70cm""}",{}
476,7895666425967,yamaco-extra-large-hinoki-wood-onigiri-mold-18-2cm,Yamaco Extra-Large Hinoki Wood Onigiri Mold - 18.2cm Traditional Press,Yamaco,,ACTIVE,https://japansprime.com/products/yamaco-extra-large-hinoki-wood-onigiri-mold-18-2cm,1,YAMA-IGIRIM-82CM,,"{""legacyResourceId"":""7895666425967"",""sourceUrl"":""https://japanesetaste.com//products/hinoki-onigiri-mold-extra-large-rice-ball-maker-18-2cm""}",{}
477,7895666458735,etvos-mineral-classy-shadow-eyes-palette,Etvos Mineral Classy Shadow - Elegant 4-Color Eyeshadow Palette,Etvos,,ACTIVE,https://japansprime.com/products/etvos-mineral-classy-shadow-eyes-palette,4,ETVO-ESHIMM-HFIG | ETVO-ESHIMM-EIGE | ETVO-ESHIMM-ANGE | ETVO-ESHIMM-AMEL, |  |  | ,"{""legacyResourceId"":""7895666458735"",""sourceUrl"":""https://japanesetaste.com//products/etvos-mineral-classy-shadow-semi-matte-and-shimmer-eyeshadow-palette""}",{}
478,7895666491503,etvos-night-mineral-radiant-skin-balm-5g,Etvos Night Mineral Radiant Skin Balm 5g - Overnight Moisture & Glow,Etvos,,ACTIVE,https://japansprime.com/products/etvos-night-mineral-radiant-skin-balm-5g,1,ETVO-NMRSKN-5G,,"{""legacyResourceId"":""7895666491503"",""sourceUrl"":""https://japanesetaste.com//products/etvos-night-mineral-radiant-skin-balm-moist-highlighting-balm-5g""}",{}
479,7895666524271,premium-hinoki-cypress-onigiri-mold-traditional-japanese-rice-press-17cm,Premium Hinoki Cypress Onigiri Mold - Traditional Japanese Rice Press 17cm,Yamako,,ACTIVE,https://japansprime.com/products/premium-hinoki-cypress-onigiri-mold-traditional-japanese-rice-press-17cm,1,YAMA-NIGIRI-75CM,,"{""legacyResourceId"":""7895666524271"",""sourceUrl"":""https://japanesetaste.com//products/hinoki-onigiri-mold-handcrafter-wooden-rice-ball-shaper-17cm""}",{}
480,7895666557039,etvos-night-mineral-foundation-translucent-overnight-setting-powder-5g,Etvos Night Mineral Foundation - Translucent Overnight Setting Powder 5g,Etvos,,ACTIVE,https://japansprime.com/products/etvos-night-mineral-foundation-translucent-overnight-setting-powder-5g,1,ETVO-NDATIO-ER5G,,"{""legacyResourceId"":""7895666557039"",""sourceUrl"":""https://japanesetaste.com//products/etvos-night-mineral-foundation-translucent-setting-face-powder-5g""}",{}
481,7895666589807,manuka-honey-citrus-handcrafted-bar-soap-75g,Manuka Honey & Citrus Handcrafted Bar Soap - 75g Radiant Skin,Manuka Health,,ACTIVE,https://japansprime.com/products/manuka-honey-citrus-handcrafted-bar-soap-75g,1,HONE-NEYSOA-T75G,,"{""legacyResourceId"":""7895666589807"",""sourceUrl"":""https://japanesetaste.com//products/honey-mother-natural-manuka-honey-bar-soap-honey-citrus-scent-75g""}",{}
482,7895666622575,kiyosen-uji-sencha-gyokuro-green-tea-gift-set,Kiyosen Uji Sencha & Gyokuro Green Tea Gift Set - Premium Kyoto Selection,Kiyosen,,ACTIVE,https://japansprime.com/products/kiyosen-uji-sencha-gyokuro-green-tea-gift-set,1,KIYO-ENCHAG-150G,,"{""legacyResourceId"":""7895666622575"",""sourceUrl"":""https://japanesetaste.com//products/kiyosen-premium-sencha-and-gyokuro-loose-leaf-uji-green-tea-gift-set""}",{}
483,7895666655343,traditional-japanese-sawara-wood-pickling-barrel-6kg-tsukemono-tub,Traditional Japanese Sawara Wood Pickling Barrel - 6kg Tsukemono Tub,Yamako,,ACTIVE,https://japansprime.com/products/traditional-japanese-sawara-wood-pickling-barrel-6kg-tsukemono-tub,1,YAMA-GBARRE-DIUM,,"{""legacyResourceId"":""7895666655343"",""sourceUrl"":""https://japanesetaste.com//products/wooden-pickling-barrel-for-making-japanese-pickles-6kg-capacity""}",{}
484,7895666688111,yamaco-hinoki-wood-oshizushi-press-22cm-square-sushi-mold,Yamaco Hinoki Wood Oshizushi Press - Authentic 22cm Square Sushi Mold,Yamaco,,ACTIVE,https://japansprime.com/products/yamaco-hinoki-wood-oshizushi-press-22cm-square-sushi-mold,1,YAMA-EOSHIZ-22CM,,"{""legacyResourceId"":""7895666688111"",""sourceUrl"":""https://japanesetaste.com//products/square-oshizushi-press-hinoki-wood-pressed-sushi-mold-22cm""}",{}
485,7895666720879,yamako-handcrafted-sawara-cypress-miso-aging-barrel-1-5kg,Yamako Handcrafted Sawara Cypress Miso Aging Barrel - 1.5kg Capacity,Yamako,,ACTIVE,https://japansprime.com/products/yamako-handcrafted-sawara-cypress-miso-aging-barrel-1-5kg,1,YAMA-INGBAR-CITY,,"{""legacyResourceId"":""7895666720879"",""sourceUrl"":""https://japanesetaste.com//products/wooden-aging-barrel-for-homemade-miso-paste-1-5kg-capacity""}",{}
486,7895666753647,noda-horo-activated-carbon-filter-cartridges-2-pack,Noda Horo Activated Carbon Filter Cartridges - 2 Pack for Oil Pots,Noda Horo,,ACTIVE,https://japansprime.com/products/noda-horo-activated-carbon-filter-cartridges-2-pack,1,NODA-AMELCO-00ML,,"{""legacyResourceId"":""7895666753647"",""sourceUrl"":""https://japanesetaste.com//products/noda-horo-activated-carbon-filter-cartridge-for-oil-pot-2-pcs""}",{}
487,7895666786415,axxzia-le-ciel-de-laube-silky-emulsion-55ml,Axxzia Le Ciel de L'aube Silky Emulsion - 55ml Milky Moisturizer,Axxzia,,ACTIVE,https://japansprime.com/products/axxzia-le-ciel-de-laube-silky-emulsion-55ml,1,HAB-SQA-SO-30,,"{""legacyResourceId"":""7895666786415"",""sourceUrl"":""https://japanesetaste.com//products/axxzia-ag-theory-silky-emulsion-milky-moisturizer-55ml""}",{}
488,7895666819183,etvos-mineral-lip-plumper-deep-serum-gloss,Etvos Mineral Lip Plumper Deep - High-Pigment Hydrating Serum Gloss,Etvos,,ACTIVE,https://japansprime.com/products/etvos-mineral-lip-plumper-deep-serum-gloss,4,ETVO-PPLUMP-OTTA | ETVO-PPLUMP-BCHT | ETVO-PPLUMP-PINK | ETVO-PPLUMP-OCOA, |  |  | ,"{""legacyResourceId"":""7895666819183"",""sourceUrl"":""https://japanesetaste.com//products/etvos-mineral-lip-plumper-deep-high-pigment-serum-lip-gloss""}",{}
489,7895666851951,katariki-whale-aluminum-ice-cream-spoon-instant-melt,Katariki Whale Aluminum Ice Cream Spoon - Instant Melt Thermal Conductivity,Katariki,,ACTIVE,https://japansprime.com/products/katariki-whale-aluminum-ice-cream-spoon-instant-melt,1,KATA-BACTER-HIEF,,"{""legacyResourceId"":""7895666851951"",""sourceUrl"":""https://japanesetaste.com//products/katariki-cute-aluminum-ice-cream-spoon-whale-marine-blue-11-6cm""}",{}
490,7895666884719,marushige-premium-black-ginger-vinegar-drink-185ml,Marushige Premium Black Ginger Vinegar Drink - 185ml Japanese Wellness Elixir,Marushige,,ACTIVE,https://japansprime.com/products/marushige-premium-black-ginger-vinegar-drink-185ml,1,SHIG-NEGARD-85ML,,"{""legacyResourceId"":""7895666884719"",""sourceUrl"":""https://japanesetaste.com//products/marushige-versatile-drinkable-black-ginger-vinegar-185ml""}",{}
491,7895666917487,hartwell-stretchable-antibacterial-pillowcase-greige-40x60cm,Hartwell Stretchable Antibacterial Pillowcase - Greige 40x60cm,Hartwell,,ACTIVE,https://japansprime.com/products/hartwell-stretchable-antibacterial-pillowcase-greige-40x60cm,1,HART-NLESSP-EIGE,,"{""legacyResourceId"":""7895666917487"",""sourceUrl"":""https://japanesetaste.com//products/hartwell-stretchable-antibacterial-gentle-pillowcase-greige-40x60cm""}",{}
492,7895666983023,ikehiko-double-japanese-tatami-mattress-set-natural-igusa-anti-slip,Ikehiko Double Japanese Tatami Mattress Set - Natural Igusa with Anti-Slip,Ikehiko,,ACTIVE,https://japansprime.com/products/ikehiko-double-japanese-tatami-mattress-set-natural-igusa-anti-slip,1,IKEH-ETATAM-UBLE,,"{""legacyResourceId"":""7895666983023"",""sourceUrl"":""https://japanesetaste.com//products/ikehiko-3-piece-japanese-tatami-mat-mattress-futon-base-double""}",{}
493,7895667015791,marushige-concentrated-pomegranate-vinegar-beauty-drink-185ml,Marushige Concentrated Pomegranate Vinegar Beauty Drink - 185ml,Marushige,,ACTIVE,https://japansprime.com/products/marushige-concentrated-pomegranate-vinegar-beauty-drink-185ml,1,SHIG-EAUTYD-85ML,,"{""legacyResourceId"":""7895667015791"",""sourceUrl"":""https://japanesetaste.com//products/marushige-aged-concentrated-pomegranate-vinegar-beauty-drink-185ml""}",{}
494,7895667048559,katariki-aluminum-sea-otter-ice-cream-spoon-pink-gold-11-6cm,Katariki Aluminum Sea Otter Ice Cream Spoon - Pink Gold 11.6cm,Katariki,,ACTIVE,https://japansprime.com/products/katariki-aluminum-sea-otter-ice-cream-spoon-pink-gold-11-6cm,1,KATA-EALUMI-16CM,,"{""legacyResourceId"":""7895667048559"",""sourceUrl"":""https://japanesetaste.com//products/katariki-cute-aluminum-ice-cream-spoon-sea-otter-pink-gold-11-6cm""}",{}
495,7895667081327,hartwell-premium-imabari-sauna-hat-cotton-rayon-waterproof-case,Hartwell Premium Imabari Sauna Hat - Cotton-Rayon Blend with Waterproof Case,Hartwell,,ACTIVE,https://japansprime.com/products/hartwell-premium-imabari-sauna-hat-cotton-rayon-waterproof-case,3,HART-BARISA-ANGE | HART-BARISA-NAVY | HART-BARISA-EIGE, |  | ,"{""legacyResourceId"":""7895667081327"",""sourceUrl"":""https://japanesetaste.com//products/hartwell-durable-cute-sauna-hat-with-waterproof-case""}",{}
496,7895667114095,wadaman-organic-roasted-golden-sesame-seeds-premium-aroma-50g,Wadaman Organic Roasted Golden Sesame Seeds - Premium Japanese Aroma (50g),Wadaman,,ACTIVE,https://japansprime.com/products/wadaman-organic-roasted-golden-sesame-seeds-premium-aroma-50g,1,WADA-ESEEDS-A50G,,"{""legacyResourceId"":""7895667114095"",""sourceUrl"":""https://japanesetaste.com//products/wadaman-organic-roasted-golden-sesame-seeds-rich-aroma-50g""}",{}
497,7895667146863,ikehiko-semi-double-japanese-tatami-futon-base-premium-rush-grass-set,Ikehiko Semi-Double Japanese Tatami Futon Base - Premium Rush Grass Set,Ikehiko,,ACTIVE,https://japansprime.com/products/ikehiko-semi-double-japanese-tatami-futon-base-premium-rush-grass-set,1,IKEH-ATAMIM-UBLE,,"{""legacyResourceId"":""7895667146863"",""sourceUrl"":""https://japanesetaste.com//products/ikehiko-3-piece-japanese-tatami-mat-mattress-futon-base-semi-double""}",{}
498,7895667212399,cuol-ultra-gentle-face-towel-imabari-skincare-towel-34x80cm,Cuol Ultra Gentle Face Towel - Imabari Skincare Towel for Sensitive Skin,Cuol,,ACTIVE,https://japansprime.com/products/cuol-ultra-gentle-face-towel-imabari-skincare-towel-34x80cm,4,HART-IONLES-PINK | HART-IONLES-OCHA | HART-IONLES-HITE | HART-IONLES-MINT, |  |  | ,"{""legacyResourceId"":""7895667212399"",""sourceUrl"":""https://japanesetaste.com//products/cuol-ultra-gentle-face-towel-soft-and-highly-absorbent-34x80cm""}",{}
499,7895667245167,cuol-ultra-gentle-bath-towel-premium-imabari-cotton-60x120cm,Cuol Ultra Gentle Bath Towel - Premium Imabari Cotton for Sensitive Skin,Cuol,,ACTIVE,https://japansprime.com/products/cuol-ultra-gentle-bath-towel-premium-imabari-cotton-60x120cm,4,HART-ALFRIC-PINK | HART-ACTERI-OCHA | HART-ALFRIC-HITE | HART-ALFRIC-MINT, |  |  | ,"{""legacyResourceId"":""7895667245167"",""sourceUrl"":""https://japanesetaste.com//products/cuol-ultra-gentle-bath-towel-soft-and-highly-absorbent-60x120cm""}",{}
500,7895667310703,eco-friendly-green-foil-reusable-book-cover-bell-bird-me,"Eco-Friendly Green Foil Reusable Book Cover by Bell, Bird & Me","Bell, Bird & Me",,ACTIVE,https://japansprime.com/products/eco-friendly-green-foil-reusable-book-cover-bell-bird-me,1,ROKK-BOOKCO-SIGN,,"{""legacyResourceId"":""7895667310703"",""sourceUrl"":""https://japanesetaste.com//products/reusable-book-cover-green-foil-stamped-a-bell-a-bird-and-me-design""}",{}
501,7895667343471,aujua-repairlity-hair-treatment-bleached-damaged-hair-500g,Aujua Repairlity Hair Treatment - Intensive Care for Bleached Hair (500g),Aujua,,ACTIVE,https://japansprime.com/products/aujua-repairlity-hair-treatment-bleached-damaged-hair-500g,1,MILB-TMENTF-500G,,"{""legacyResourceId"":""7895667343471"",""sourceUrl"":""https://japanesetaste.com//products/aujua-repairlity-hair-treatment-for-bleach-damaged-hair-500g""}",{}
502,7895667376239,aujua-repairlity-keratin-shampoo-for-bleached-damaged-hair-500g,Aujua Repairlity Keratin Shampoo for Bleached & Damaged Hair - 500g,Aujua,,ACTIVE,https://japansprime.com/products/aujua-repairlity-keratin-shampoo-for-bleached-damaged-hair-500g,1,MILB-FORDAM-500G,,"{""legacyResourceId"":""7895667376239"",""sourceUrl"":""https://japanesetaste.com//products/aujua-repairlity-hair-shampoo-for-bleach-damaged-hair-500g""}",{}
503,7895667409007,handcrafted-japanese-hinoki-wood-long-shoe-horn-50cm,Handcrafted Japanese Hinoki Wood Long Shoe Horn - 50cm Ergonomic Design,Yamako,,ACTIVE,https://japansprime.com/products/handcrafted-japanese-hinoki-wood-long-shoe-horn-50cm,1,YAMA-SEHINO-50CM,,"{""legacyResourceId"":""7895667409007"",""sourceUrl"":""https://japanesetaste.com//products/handcrafted-long-handled-hinoki-wood-shoe-horn-50cm""}",{}
504,7895667441775,holographic-whale-bookmark-2-pack-shimmering-foil-marine-stationery,Holographic Whale Bookmark 2-Pack - Shimmering Foil Marine Stationery,Mind Wave,,ACTIVE,https://japansprime.com/products/holographic-whale-bookmark-2-pack-shimmering-foil-marine-stationery,1,ROKK-ARKHOL-SIGN,,"{""legacyResourceId"":""7895667441775"",""sourceUrl"":""https://japanesetaste.com//products/holographic-foil-stamped-bookmark-whale-memorial-design-2-ct""}",{}
505,7895667474543,peter-pauper-press-forest-canopy-holographic-bookmark-set-2-pack,Peter Pauper Press Forest Canopy Holographic Bookmark Set - 2 Pack,Peter Pauper Press,,ACTIVE,https://japansprime.com/products/peter-pauper-press-forest-canopy-holographic-bookmark-set-2-pack,1,HOLO-OKMARK-N2CT,,"{""legacyResourceId"":""7895667474543"",""sourceUrl"":""https://japanesetaste.com//products/holographic-foil-stamped-bookmark-green-trees-design-2-ct""}",{}
506,7895667507311,kurochiku-handcrafted-wooden-kokeshi-doll-flat-head-collectible-tin,Kurochiku Handcrafted Wooden Kokeshi Doll - Flat Head Collectible Tin,Kurochiku,,ACTIVE,https://japansprime.com/products/kurochiku-handcrafted-wooden-kokeshi-doll-flat-head-collectible-tin,1,KOKE-TIBLEC-HARM,,"{""legacyResourceId"":""7895667507311"",""sourceUrl"":""https://japanesetaste.com//products/handmade-kokeshi-doll-collectible-can-series-flat-head-style""}",{}
507,7895667540079,authentic-handcrafted-taisho-era-kokeshi-doll-decorative-metal-can,Authentic Handcrafted Taisho-Era Kokeshi Doll in Decorative Metal Can,Traditional Tohoku Kokeshi Artisans,,ACTIVE,https://japansprime.com/products/authentic-handcrafted-taisho-era-kokeshi-doll-decorative-metal-can,1,KOKE-LECANY-HARM,,"{""legacyResourceId"":""7895667540079"",""sourceUrl"":""https://japanesetaste.com//products/handmade-kokeshi-doll-collectible-can-series-taisho-style""}",{}
